# ---------------------------------- WARNING ----------------------------------------                     
# Some of the data that you have obtained from this U.S. Geological Survey database                       
# may not have received Director's approval. Any such data values are qualified                           
# as provisional and are subject to revision. Provisional data are released on the                        
# condition that neither the USGS nor the United States Government may be held liable                     
# for any damages resulting from its use.                                                                 
#                                                                                                         
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement                    
#                                                                                                         
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output                
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals                      
#                                                                                                         
# Contact:   gs-w_support_nwisweb@usgs.gov                                                                
# retrieved: 2020-03-26 16:02:43 EDT       (nadww02)                                                      
#                                                                                                         
# Data for the following 1 site(s) are contained in this file                                             
#    USGS 07374525 Mississippi River at Belle Chasse, LA                                                  
# -----------------------------------------------------------------------------------                     
#                                                                                                         
# Data provided for site 07374525                                                                         
#            TS   parameter     statistic     Description                                                 
#         61181       00065     00003     Gage height, feet (Mean)                                        
#         61182       00060     00003     Discharge, cubic feet per second (Mean)                         
#                                                                                                         
# Data-value qualification codes included in this output:                                                 
#                                                                                                         
#     A  Approved for publication -- Processing and review completed.                                     
#     P  Provisional data subject to revision.                                                            
#     e  Value has been estimated.                                                                        
#                                                                                                         
agency_cd	site_no	datetime	61181_00065_00003	61181_00065_00003_cd	61182_00060_00003	61182_00060_00003_cd
USGS	07374525	2015-02-03	8.57	A	331000	A                                                             
USGS	07374525	2015-02-04	8.47	A	330000	A                                                             
USGS	07374525	2015-02-05	8.63	A	340000	A                                                             
USGS	07374525	2015-02-06	8.29	A	332000	A                                                             
USGS	07374525	2015-02-07	8.21	A	312000	A                                                             
USGS	07374525	2015-02-08	8.30	A	313000	A                                                             
USGS	07374525	2015-02-09	8.38	A	323000	A                                                             
USGS	07374525	2015-02-10	8.26	A	329000	A                                                             
USGS	07374525	2015-02-11	8.34	A	315000	A                                                             
USGS	07374525	2015-02-12	8.24	A	333000	A                                                             
USGS	07374525	2015-02-13	8.30	A	318000	A                                                             
USGS	07374525	2015-02-14	8.34	A	321000	A                                                             
USGS	07374525	2015-02-15	8.35	A	329000	A                                                             
USGS	07374525	2015-02-16	8.76	A	342000	A                                                             
USGS	07374525	2015-02-17	8.86	A	369000	A                                                             
USGS	07374525	2015-02-18	8.60	A	360000	A                                                             
USGS	07374525	2015-02-19	8.29	A	337000	A                                                             
USGS	07374525	2015-02-20	8.41	A	312000	A                                                             
USGS	07374525	2015-02-21	8.81	A	321000	A                                                             
USGS	07374525	2015-02-22	8.64	A	330000	A                                                             
USGS	07374525	2015-02-23	8.54	A	343000	A                                                             
USGS	07374525	2015-02-24	8.55	A	342000	A                                                             
USGS	07374525	2015-02-25	8.93	A	347000	A                                                             
USGS	07374525	2015-02-26	8.89	A	386000	A                                                             
USGS	07374525	2015-02-27	9.02	A	373000	A                                                             
USGS	07374525	2015-02-28	9.29	A	381000	A                                                             
USGS	07374525	2015-03-01	9.49	A	390000	A                                                             
USGS	07374525	2015-03-02	9.84	A	435000	A                                                             
USGS	07374525	2015-03-03	10.30	A	457000	A                                                             
USGS	07374525	2015-03-04	10.62	A	496000	A                                                             
USGS	07374525	2015-03-05	10.70	A	585000	A                                                             
USGS	07374525	2015-03-06	10.72	A	569000	A                                                             
USGS	07374525	2015-03-07	10.75	A	558000	A                                                             
USGS	07374525	2015-03-08	10.92	A	553000	A                                                             
USGS	07374525	2015-03-09	11.22	A	557000	A                                                             
USGS	07374525	2015-03-10	11.50	A	574000	A                                                             
USGS	07374525	2015-03-11	11.77	A	620000	A                                                             
USGS	07374525	2015-03-12	12.33	A	636000	A                                                             
USGS	07374525	2015-03-13	12.79	A	677000	A                                                             
USGS	07374525	2015-03-14	13.28	A	747000	A                                                             
USGS	07374525	2015-03-15	13.56	A	784000	A                                                             
USGS	07374525	2015-03-16	13.81	A	831000	A                                                             
USGS	07374525	2015-03-17	14.08	A	867000	A                                                             
USGS	07374525	2015-03-18	14.34	A	879000	A                                                             
USGS	07374525	2015-03-19	14.57	A	909000	A                                                             
USGS	07374525	2015-03-20	14.75	A	929000	A                                                             
USGS	07374525	2015-03-21	14.90	A	933000	A                                                             
USGS	07374525	2015-03-22	15.08	A	971000	A                                                             
USGS	07374525	2015-03-23	15.25	A	975000	A:e                                                           
USGS	07374525	2015-03-24	15.46	A	979000	A                                                             
USGS	07374525	2015-03-25	15.53	A	999000	A                                                             
USGS	07374525	2015-03-26	15.65	A	1010000	A                                                             
USGS	07374525	2015-03-27	15.72	A	1010000	A:e                                                           
USGS	07374525	2015-03-28	15.83	A	1020000	A                                                             
USGS	07374525	2015-03-29	15.87	A	1030000	A                                                             
USGS	07374525	2015-03-30	15.85	A	1040000	A                                                             
USGS	07374525	2015-03-31	15.95	A	1050000	A                                                             
USGS	07374525	2015-04-01	16.04	A	1040000	A                                                             
USGS	07374525	2015-04-02	16.10	A	1020000	A                                                             
USGS	07374525	2015-04-03	16.10	A	1020000	A                                                             
USGS	07374525	2015-04-04	16.07	A	1040000	A                                                             
USGS	07374525	2015-04-05	16.18	A	1000000	A                                                             
USGS	07374525	2015-04-06	16.18	A	994000	A                                                             
USGS	07374525	2015-04-07	16.01	A	985000	A                                                             
USGS	07374525	2015-04-08	15.83	A	961000	A                                                             
USGS	07374525	2015-04-09	15.69	A	925000	A                                                             
USGS	07374525	2015-04-10	15.43	A	941000	A                                                             
USGS	07374525	2015-04-11	15.30	A	919000	A                                                             
USGS	07374525	2015-04-12	15.16	A	904000	A                                                             
USGS	07374525	2015-04-13	15.09	A	862000	A                                                             
USGS	07374525	2015-04-14	14.98	A	876000	A                                                             
USGS	07374525	2015-04-15	14.98	A	862000	A                                                             
USGS	07374525	2015-04-16	14.88	A	855000	A                                                             
USGS	07374525	2015-04-17	15.06	A	857000	A                                                             
USGS	07374525	2015-04-18	15.11	A	865000	A                                                             
USGS	07374525	2015-04-19	15.07	A	885000	A                                                             
USGS	07374525	2015-04-20	15.10	A	932000	A                                                             
USGS	07374525	2015-04-21	15.19	A	900000	A                                                             
USGS	07374525	2015-04-22	15.34	A	901000	A                                                             
USGS	07374525	2015-04-23	15.43	A	941000	A                                                             
USGS	07374525	2015-04-24	15.60	A	938000	A                                                             
USGS	07374525	2015-04-25	15.71	A	960000	A                                                             
USGS	07374525	2015-04-26	15.73	A	962000	A                                                             
USGS	07374525	2015-04-27	16.02	A	970000	A                                                             
USGS	07374525	2015-04-28	16.12	A	1010000	A                                                             
USGS	07374525	2015-04-29	15.94	A	1040000	A                                                             
USGS	07374525	2015-04-30	15.99	A	1010000	A                                                             
USGS	07374525	2015-05-01	15.91	A	1020000	A                                                             
USGS	07374525	2015-05-02	15.97	A	974000	A                                                             
USGS	07374525	2015-05-03	16.00	A	978000	A                                                             
USGS	07374525	2015-05-04	16.11	A	973000	A                                                             
USGS	07374525	2015-05-05	16.17	A	980000	A                                                             
USGS	07374525	2015-05-06	16.12	A	972000	A                                                             
USGS	07374525	2015-05-07	15.99	A	959000	A                                                             
USGS	07374525	2015-05-08	15.78	A	936000	A                                                             
USGS	07374525	2015-05-09	15.52	A	917000	A                                                             
USGS	07374525	2015-05-10	15.22	A	869000	A                                                             
USGS	07374525	2015-05-11	14.93	A	841000	A                                                             
USGS	07374525	2015-05-12	14.54	A	799000	A                                                             
USGS	07374525	2015-05-13	14.23	A	744000	A                                                             
USGS	07374525	2015-05-14	13.98	A	693000	A                                                             
USGS	07374525	2015-05-15	13.80	A	673000	A                                                             
USGS	07374525	2015-05-16	13.71	A	661000	A                                                             
USGS	07374525	2015-05-17	13.55	A	654000	A                                                             
USGS	07374525	2015-05-18	13.44	A	665000	A                                                             
USGS	07374525	2015-05-19	13.50	A	681000	A                                                             
USGS	07374525	2015-05-20	13.52	A	689000	A                                                             
USGS	07374525	2015-05-21	13.53	A	707000	A                                                             
USGS	07374525	2015-05-22	13.72	A	708000	A                                                             
USGS	07374525	2015-05-23	13.73	A	704000	A                                                             
USGS	07374525	2015-05-24	13.83	A	703000	A                                                             
USGS	07374525	2015-05-25	14.05	A	709000	A                                                             
USGS	07374525	2015-05-26	14.19	A	721000	A                                                             
USGS	07374525	2015-05-27	14.36	A	725000	A                                                             
USGS	07374525	2015-05-28	14.47	A	722000	A                                                             
USGS	07374525	2015-05-29	14.60	A	716000	A                                                             
USGS	07374525	2015-05-30	14.66	A	726000	A                                                             
USGS	07374525	2015-05-31	14.76	A	755000	A                                                             
USGS	07374525	2015-06-01	14.80	A	759000	A                                                             
USGS	07374525	2015-06-02	14.85	A	766000	A                                                             
USGS	07374525	2015-06-03	14.91	A	769000	A                                                             
USGS	07374525	2015-06-04	14.99	A	779000	A                                                             
USGS	07374525	2015-06-05	15.04	A	783000	A                                                             
USGS	07374525	2015-06-06	15.10	A	801000	A                                                             
USGS	07374525	2015-06-07	15.20	A	794000	A                                                             
USGS	07374525	2015-06-08	15.30	A	805000	A                                                             
USGS	07374525	2015-06-09	15.32	A	851000	A                                                             
USGS	07374525	2015-06-10	15.45	A	843000	A                                                             
USGS	07374525	2015-06-11	15.45	A	847000	A                                                             
USGS	07374525	2015-06-12	15.53	A	845000	A                                                             
USGS	07374525	2015-06-13	15.44	A	829000	A                                                             
USGS	07374525	2015-06-14	15.42	A	821000	A                                                             
USGS	07374525	2015-06-15	15.39	A	815000	A                                                             
USGS	07374525	2015-06-16	15.30	A	804000	A                                                             
USGS	07374525	2015-06-17	15.17	A	799000	A                                                             
USGS	07374525	2015-06-18	15.06	A	794000	A                                                             
USGS	07374525	2015-06-19	15.01	A	790000	A                                                             
USGS	07374525	2015-06-20	14.93	A	783000	A                                                             
USGS	07374525	2015-06-21	14.85	A	783000	A                                                             
USGS	07374525	2015-06-22	14.77	A	796000	A                                                             
USGS	07374525	2015-06-23	14.75	A	785000	A                                                             
USGS	07374525	2015-06-24	14.79	A	781000	A                                                             
USGS	07374525	2015-06-25	14.87	A	790000	A                                                             
USGS	07374525	2015-06-26	14.90	A	778000	A                                                             
USGS	07374525	2015-06-27	14.95	A	803000	A                                                             
USGS	07374525	2015-06-28	15.01	A	817000	A                                                             
USGS	07374525	2015-06-29	15.04	A	818000	A                                                             
USGS	07374525	2015-06-30	15.14	A	832000	A                                                             
USGS	07374525	2015-07-01	15.30	A	839000	A                                                             
USGS	07374525	2015-07-02	15.49	A	851000	A                                                             
USGS	07374525	2015-07-03	15.58	A	857000	A                                                             
USGS	07374525	2015-07-04	15.73	A	883000	A                                                             
USGS	07374525	2015-07-05	15.83	A	899000	A                                                             
USGS	07374525	2015-07-06	16.00	A	914000	A                                                             
USGS	07374525	2015-07-07	16.12	A	914000	A                                                             
USGS	07374525	2015-07-08	16.22	A	939000	A                                                             
USGS	07374525	2015-07-09	16.30	A	951000	A                                                             
USGS	07374525	2015-07-10	16.40	A	965000	A                                                             
USGS	07374525	2015-07-11	16.44	A	969000	A                                                             
USGS	07374525	2015-07-12	16.47	A	1000000	A                                                             
USGS	07374525	2015-07-13	16.56	A	1020000	A                                                             
USGS	07374525	2015-07-14			1020000	A:e                                                               
USGS	07374525	2015-07-15			1020000	A:e                                                               
USGS	07374525	2015-07-16	16.79	A	1020000	A                                                             
USGS	07374525	2015-07-17	16.83	A	1040000	A                                                             
USGS	07374525	2015-07-18	16.89	A	1040000	A                                                             
USGS	07374525	2015-07-19	16.97	A	1030000	A                                                             
USGS	07374525	2015-07-20	17.07	A	1040000	A                                                             
USGS	07374525	2015-07-21	17.14	A	1050000	A                                                             
USGS	07374525	2015-07-22	17.17	A	1060000	A                                                             
USGS	07374525	2015-07-23	17.15	A	1060000	A                                                             
USGS	07374525	2015-07-24	17.09	A	1060000	A                                                             
USGS	07374525	2015-07-25	17.07	A	1070000	A                                                             
USGS	07374525	2015-07-26	17.15	A	1060000	A                                                             
USGS	07374525	2015-07-27	17.19	A	1030000	A                                                             
USGS	07374525	2015-07-28	17.18	A	1030000	A                                                             
USGS	07374525	2015-07-29	17.17	A	1050000	A                                                             
USGS	07374525	2015-07-30	17.17	A	1070000	A                                                             
USGS	07374525	2015-07-31	17.14	A	1080000	A                                                             
USGS	07374525	2015-08-01	17.14	A	1040000	A                                                             
USGS	07374525	2015-08-02	17.10	A	1030000	A                                                             
USGS	07374525	2015-08-03	17.04	A	1030000	A                                                             
USGS	07374525	2015-08-04	16.91	A	1010000	A                                                             
USGS	07374525	2015-08-05	16.73	A	993000	A                                                             
USGS	07374525	2015-08-06	16.57	A	968000	A                                                             
USGS	07374525	2015-08-07	16.40	A	950000	A                                                             
USGS	07374525	2015-08-08	16.16	A	937000	A                                                             
USGS	07374525	2015-08-09	15.98	A	913000	A                                                             
USGS	07374525	2015-08-10	15.79	A	860000	A                                                             
USGS	07374525	2015-08-11	15.55	A	844000	A                                                             
USGS	07374525	2015-08-12	15.31	A	799000	A                                                             
USGS	07374525	2015-08-13	15.00	A	762000	A                                                             
USGS	07374525	2015-08-14	14.69	A	711000	A                                                             
USGS	07374525	2015-08-15	14.38	A	680000	A                                                             
USGS	07374525	2015-08-16	14.03	A	655000	A                                                             
USGS	07374525	2015-08-17	13.46	A	626000	A                                                             
USGS	07374525	2015-08-18	12.77	A	595000	A                                                             
USGS	07374525	2015-08-19	12.21	A	571000	A                                                             
USGS	07374525	2015-08-20	11.65	A	528000	A                                                             
USGS	07374525	2015-08-21	11.16	A	507000	A                                                             
USGS	07374525	2015-08-22	10.78	A	483000	A                                                             
USGS	07374525	2015-08-23	10.48	A	475000	A                                                             
USGS	07374525	2015-08-24	10.21	A	481000	A                                                             
USGS	07374525	2015-08-25	10.12	A	470000	A                                                             
USGS	07374525	2015-08-26	10.00	A	457000	A                                                             
USGS	07374525	2015-08-27	9.83	A	437000	A                                                             
USGS	07374525	2015-08-28	9.69	A	413000	A                                                             
USGS	07374525	2015-08-29	9.55	A	374000	A                                                             
USGS	07374525	2015-08-30	9.40	A	362000	A                                                             
USGS	07374525	2015-08-31	9.26	A	365000	A                                                             
USGS	07374525	2015-09-01	9.19	A	361000	A                                                             
USGS	07374525	2015-09-02	9.09	A	351000	A                                                             
USGS	07374525	2015-09-03	9.08	A	345000	A                                                             
USGS	07374525	2015-09-04	8.96	A	344000	A                                                             
USGS	07374525	2015-09-05	8.80	A	348000	A                                                             
USGS	07374525	2015-09-06	8.78	A	325000	A                                                             
USGS	07374525	2015-09-07	8.88	A	310000	A                                                             
USGS	07374525	2015-09-08	8.83	A	303000	A                                                             
USGS	07374525	2015-09-09	8.74	A	291000	A                                                             
USGS	07374525	2015-09-10	8.49	A	293000	A                                                             
USGS	07374525	2015-09-11	8.37	A	279000	A                                                             
USGS	07374525	2015-09-12	8.36	A	294000	A                                                             
USGS	07374525	2015-09-13	8.53	A	284000	A                                                             
USGS	07374525	2015-09-14	8.53	A	275000	A                                                             
USGS	07374525	2015-09-15	8.51	A	273000	A                                                             
USGS	07374525	2015-09-16	8.63	A	264000	A                                                             
USGS	07374525	2015-09-17	8.73	A	259000	A                                                             
USGS	07374525	2015-09-18	8.80	A	264000	A                                                             
USGS	07374525	2015-09-19	8.61	A	273000	A                                                             
USGS	07374525	2015-09-20	8.56	A	264000	A                                                             
USGS	07374525	2015-09-21	8.58	A	272000	A                                                             
USGS	07374525	2015-09-22	8.75	A	283000	A                                                             
USGS	07374525	2015-09-23	8.78	A	271000	A                                                             
USGS	07374525	2015-09-24	8.97	A	268000	A                                                             
USGS	07374525	2015-09-25	8.89	A	268000	A                                                             
USGS	07374525	2015-09-26	8.90	A	261000	A                                                             
USGS	07374525	2015-09-27	9.11	A	260000	A                                                             
USGS	07374525	2015-09-28	9.42	A	246000	A                                                             
USGS	07374525	2015-09-29	9.15	A	256000	A                                                             
USGS	07374525	2015-09-30	8.85	A	262000	A                                                             
USGS	07374525	2015-10-01	8.83	A	274000	A                                                             
USGS	07374525	2015-10-02	8.71	A	277000	A                                                             
USGS	07374525	2015-10-03	8.50	A	285000	A                                                             
USGS	07374525	2015-10-04	8.27	A	279000	A                                                             
USGS	07374525	2015-10-05	8.23	A	254000	A                                                             
USGS	07374525	2015-10-06	8.21	A	223000	A                                                             
USGS	07374525	2015-10-07	8.27	A	225000	A                                                             
USGS	07374525	2015-10-08	8.39	A	220000	A                                                             
USGS	07374525	2015-10-09	8.59	A	231000	A                                                             
USGS	07374525	2015-10-10	8.66	A	253000	A                                                             
USGS	07374525	2015-10-11	8.78	A	263000	A                                                             
USGS	07374525	2015-10-12	8.76	A	267000	A                                                             
USGS	07374525	2015-10-13	8.75	A	272000	A                                                             
USGS	07374525	2015-10-14	8.61	A	271000	A                                                             
USGS	07374525	2015-10-15	8.52	A	259000	A                                                             
USGS	07374525	2015-10-16	8.44	A	254000	A                                                             
USGS	07374525	2015-10-17	8.67	A	246000	A                                                             
USGS	07374525	2015-10-18	8.89	A	249000	A                                                             
USGS	07374525	2015-10-19	8.86	A	237000	A                                                             
USGS	07374525	2015-10-20	8.98	A	231000	A                                                             
USGS	07374525	2015-10-21	8.87	A	223000	A                                                             
USGS	07374525	2015-10-22	8.84	A	216000	A                                                             
USGS	07374525	2015-10-23	8.77	A	211000	A                                                             
USGS	07374525	2015-10-24	8.90	A	206000	A                                                             
USGS	07374525	2015-10-25	9.39	A	205000	A                                                             
USGS	07374525	2015-10-26	9.84	A	256000	A                                                             
USGS	07374525	2015-10-27	9.52	A	278000	A                                                             
USGS	07374525	2015-10-28	9.22	A	278000	A                                                             
USGS	07374525	2015-10-29	8.85	A	270000	A                                                             
USGS	07374525	2015-10-30	8.73	A	257000	A                                                             
USGS	07374525	2015-10-31	9.05	A	250000	A                                                             
USGS	07374525	2015-11-01	9.27	A	247000	A                                                             
USGS	07374525	2015-11-02	8.96	A	279000	A                                                             
USGS	07374525	2015-11-03	8.81	A	271000	A                                                             
USGS	07374525	2015-11-04	8.77	A	277000	A                                                             
USGS	07374525	2015-11-05	8.82	A	279000	A                                                             
USGS	07374525	2015-11-06	8.87	A	291000	A                                                             
USGS	07374525	2015-11-07	8.86	A	286000	A                                                             
USGS	07374525	2015-11-08	9.90	A	296000	A                                                             
USGS	07374525	2015-11-09	9.40	A	334000	A                                                             
USGS	07374525	2015-11-10	9.18	A	342000	A                                                             
USGS	07374525	2015-11-11	9.10	A	347000	A                                                             
USGS	07374525	2015-11-12	9.01	A	353000	A                                                             
USGS	07374525	2015-11-13	9.18	A	338000	A                                                             
USGS	07374525	2015-11-14	9.47	A	320000	A                                                             
USGS	07374525	2015-11-15	9.17	A	324000	A                                                             
USGS	07374525	2015-11-16	9.30	A	313000	A                                                             
USGS	07374525	2015-11-17	9.69	A	308000	A                                                             
USGS	07374525	2015-11-18	9.85	A	354000	A                                                             
USGS	07374525	2015-11-19	9.72	A	353000	A                                                             
USGS	07374525	2015-11-20	9.83	A	358000	A                                                             
USGS	07374525	2015-11-21	9.88	A	393000	A                                                             
USGS	07374525	2015-11-22	10.12	A	432000	A                                                             
USGS	07374525	2015-11-23	10.05	A	435000	A                                                             
USGS	07374525	2015-11-24	10.04	A	456000	A                                                             
USGS	07374525	2015-11-25	10.50	A	471000	A                                                             
USGS	07374525	2015-11-26	10.89	A	497000	A                                                             
USGS	07374525	2015-11-27	10.91	A	511000	A                                                             
USGS	07374525	2015-11-28	10.95	A	534000	A                                                             
USGS	07374525	2015-11-29	10.99	A	546000	A                                                             
USGS	07374525	2015-11-30	11.15	A	545000	A                                                             
USGS	07374525	2015-12-01	11.21	A	551000	A                                                             
USGS	07374525	2015-12-02	11.36	A	593000	A                                                             
USGS	07374525	2015-12-03	11.55	A	598000	A                                                             
USGS	07374525	2015-12-04	11.79	A	624000	A                                                             
USGS	07374525	2015-12-05	12.10	A	653000	A                                                             
USGS	07374525	2015-12-06	12.53	A	665000	A                                                             
USGS	07374525	2015-12-07	12.89	A	711000	A                                                             
USGS	07374525	2015-12-08	13.32	A	721000	A                                                             
USGS	07374525	2015-12-09	13.72	A	742000	A                                                             
USGS	07374525	2015-12-10	14.05	A	760000	A                                                             
USGS	07374525	2015-12-11	14.43	A	780000	A                                                             
USGS	07374525	2015-12-12	14.68	A	792000	A                                                             
USGS	07374525	2015-12-13	15.02	A	800000	A                                                             
USGS	07374525	2015-12-14	15.07	A	872000	A                                                             
USGS	07374525	2015-12-15	15.12	A	857000	A                                                             
USGS	07374525	2015-12-16	15.23	A	865000	A                                                             
USGS	07374525	2015-12-17	15.20	A	902000	A                                                             
USGS	07374525	2015-12-18	15.04	A	890000	A                                                             
USGS	07374525	2015-12-19	14.96	A	848000	A                                                             
USGS	07374525	2015-12-20	14.91	A	845000	A                                                             
USGS	07374525	2015-12-21	15.07	A	811000	A                                                             
USGS	07374525	2015-12-22	15.17	A	796000	A                                                             
USGS	07374525	2015-12-23	15.28	A	774000	A                                                             
USGS	07374525	2015-12-24	15.05	A	774000	A                                                             
USGS	07374525	2015-12-25	14.89	A	766000	A                                                             
USGS	07374525	2015-12-26	14.97	A	761000	A                                                             
USGS	07374525	2015-12-27	15.12	A	760000	A                                                             
USGS	07374525	2015-12-28	15.19	A	828000	A                                                             
USGS	07374525	2015-12-29	15.09	A	830000	A                                                             
USGS	07374525	2015-12-30	15.21	A	860000	A                                                             
USGS	07374525	2015-12-31	15.24	A	883000	A                                                             
USGS	07374525	2016-01-01	15.34	A	914000	A                                                             
USGS	07374525	2016-01-02	15.49	A	937000	A                                                             
USGS	07374525	2016-01-03	15.63	A	979000	A                                                             
USGS	07374525	2016-01-04	15.82	A	1020000	A                                                             
USGS	07374525	2016-01-05	16.19	A	995000	A                                                             
USGS	07374525	2016-01-06	16.54	A	985000	A                                                             
USGS	07374525	2016-01-07	16.86	A	1040000	A                                                             
USGS	07374525	2016-01-08	17.11	A	1080000	A                                                             
USGS	07374525	2016-01-09	17.37	A	1150000	A                                                             
USGS	07374525	2016-01-10	17.37	A	1140000	A:e                                                           
USGS	07374525	2016-01-11	17.56	A	1140000	A                                                             
USGS	07374525	2016-01-12	17.66	A	1180000	A                                                             
USGS	07374525	2016-01-13	17.71	A	1170000	A                                                             
USGS	07374525	2016-01-14	17.84	A	1190000	A                                                             
USGS	07374525	2016-01-15	17.95	A	1220000	A                                                             
USGS	07374525	2016-01-16	17.88	A	1210000	A                                                             
USGS	07374525	2016-01-17	17.77	A	1260000	A                                                             
USGS	07374525	2016-01-18	17.70	A	1200000	A                                                             
USGS	07374525	2016-01-19				                                                                        
USGS	07374525	2016-01-20	17.76	A	1160000	A                                                             
USGS	07374525	2016-01-21	17.72	A	1210000	A                                                             
USGS	07374525	2016-01-22	17.53	A	1330000	A                                                             
USGS	07374525	2016-01-23	17.46	A	1280000	A                                                             
USGS	07374525	2016-01-24	17.53	A	1160000	A                                                             
USGS	07374525	2016-01-25	17.50	A	1140000	A                                                             
USGS	07374525	2016-01-26	17.53	A	1170000	A                                                             
USGS	07374525	2016-01-27	17.41	A	1250000	A                                                             
USGS	07374525	2016-01-28	17.30	A	1220000	A                                                             
USGS	07374525	2016-01-29	17.09	A	1100000	A                                                             
USGS	07374525	2016-01-30	16.86	A	1060000	A                                                             
USGS	07374525	2016-01-31	16.67	A	1040000	A                                                             
USGS	07374525	2016-02-01	16.48	A	984000	A                                                             
USGS	07374525	2016-02-02	16.33	A	959000	A                                                             
USGS	07374525	2016-02-03				                                                                        
USGS	07374525	2016-02-04	15.77	A	1070000	A                                                             
USGS	07374525	2016-02-05	15.47	A	954000	A                                                             
USGS	07374525	2016-02-06	15.15	A	909000	A                                                             
USGS	07374525	2016-02-07	14.79	A	890000	A                                                             
USGS	07374525	2016-02-08	14.52	A	930000	A                                                             
USGS	07374525	2016-02-09	14.16	A	895000	A                                                             
USGS	07374525	2016-02-10	14.04	A	836000	A                                                             
USGS	07374525	2016-02-11	14.05	A	811000	A                                                             
USGS	07374525	2016-02-12	14.05	A	818000	A                                                             
USGS	07374525	2016-02-13	14.21	A	808000	A                                                             
USGS	07374525	2016-02-14	14.37	A	766000	A                                                             
USGS	07374525	2016-02-15	14.59	A	800000	A                                                             
USGS	07374525	2016-02-16	14.68	A	804000	A                                                             
USGS	07374525	2016-02-17	14.66	A	852000	A                                                             
USGS	07374525	2016-02-18	14.67	A	805000	A                                                             
USGS	07374525	2016-02-19				                                                                        
USGS	07374525	2016-02-20				                                                                        
USGS	07374525	2016-02-21				                                                                        
USGS	07374525	2016-02-22	14.40	A		                                                                    
USGS	07374525	2016-02-23	14.43	A	735000	A                                                             
USGS	07374525	2016-02-24	13.96	A	772000	A                                                             
USGS	07374525	2016-02-25	13.49	A	699000	A                                                             
USGS	07374525	2016-02-26	13.34	A	690000	A                                                             
USGS	07374525	2016-02-27	13.39	A	677000	A                                                             
USGS	07374525	2016-02-28	13.51	A	671000	A                                                             
USGS	07374525	2016-02-29	13.64	A	691000	A                                                             
USGS	07374525	2016-03-01	13.87	A	712000	A                                                             
USGS	07374525	2016-03-02	13.93	A	724000	A                                                             
USGS	07374525	2016-03-03	14.13	A	732000	A                                                             
USGS	07374525	2016-03-04	14.16	A	743000	A                                                             
USGS	07374525	2016-03-05	14.28	A	750000	A                                                             
USGS	07374525	2016-03-06	14.40	A	757000	A                                                             
USGS	07374525	2016-03-07	14.60	A	750000	A                                                             
USGS	07374525	2016-03-08	14.96	A	726000	A                                                             
USGS	07374525	2016-03-09	15.41	A	731000	A                                                             
USGS	07374525	2016-03-10	15.56	A	756000	A                                                             
USGS	07374525	2016-03-11	15.68	A	822000	A                                                             
USGS	07374525	2016-03-12	15.92	A	866000	A                                                             
USGS	07374525	2016-03-13	15.80	A	899000	A                                                             
USGS	07374525	2016-03-14	15.94	A	935000	A                                                             
USGS	07374525	2016-03-15	15.99	A	938000	A                                                             
USGS	07374525	2016-03-16	16.17	A	966000	A                                                             
USGS	07374525	2016-03-17	16.34	A	965000	A                                                             
USGS	07374525	2016-03-18	16.63	A	978000	A                                                             
USGS	07374525	2016-03-19	16.80	A	1070000	A                                                             
USGS	07374525	2016-03-20	16.72	A	1120000	A                                                             
USGS	07374525	2016-03-21	16.81	A	1080000	A                                                             
USGS	07374525	2016-03-22	16.77	A	1020000	A                                                             
USGS	07374525	2016-03-23	16.75	A	1020000	A                                                             
USGS	07374525	2016-03-24	16.84	A	1030000	A                                                             
USGS	07374525	2016-03-25	16.84	A	1070000	A                                                             
USGS	07374525	2016-03-26	16.88	A	998000	A                                                             
USGS	07374525	2016-03-27	16.93	A	990000	A                                                             
USGS	07374525	2016-03-28	16.67	A	1000000	A                                                             
USGS	07374525	2016-03-29	16.61	A	964000	A                                                             
USGS	07374525	2016-03-30	16.60	A	943000	A                                                             
USGS	07374525	2016-03-31	16.54	A	936000	A                                                             
USGS	07374525	2016-04-01	16.29	A	966000	A                                                             
USGS	07374525	2016-04-02	16.05	A	1010000	A                                                             
USGS	07374525	2016-04-03	15.78	A	928000	A                                                             
USGS	07374525	2016-04-04	15.45	A	906000	A                                                             
USGS	07374525	2016-04-05	15.19	A	873000	A                                                             
USGS	07374525	2016-04-06	15.08	A	853000	A                                                             
USGS	07374525	2016-04-07	14.97	A	840000	A                                                             
USGS	07374525	2016-04-08	14.92	A	861000	A                                                             
USGS	07374525	2016-04-09	14.85	A	803000	A                                                             
USGS	07374525	2016-04-10	14.86	A	787000	A                                                             
USGS	07374525	2016-04-11	14.93	A	792000	A                                                             
USGS	07374525	2016-04-12	14.87	A	824000	A                                                             
USGS	07374525	2016-04-13	14.96	A	821000	A                                                             
USGS	07374525	2016-04-14	14.97	A	791000	A                                                             
USGS	07374525	2016-04-15	15.12	A	765000	A                                                             
